# name,mass,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_metallicity,star_mass,star_radius,star_sp_type,star_age,star_teff,star_detected_disc,star_magnetic_field
WASP-47 b,1.13,0.06,0.06,1.134,0.039,0.039,4.1591409,7.20E-06,7.20E-06,0.051,0.001,0.001,0.0026,0.0026,0,89.41,0.23,0.23,0.00026,2011,9/28/2015,,,,2455764.346,0.0002,0.0002,,,,2457007.932,6.10E-05,6.10E-05,,,,0,24,24,0.13,0.08,0.05,,,,140,2,2,1275,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-47,331.2041667,-12.0188889,11.9,,,,,200,0.18,1.084,1.15,G9V,,5400,,
WASP-47 c,1.24,0.22,0.22,,,,572,7,7,1.36,0.04,0.04,0.13,0.1,0.1,,,,,2015,9/29/2015,144,53,53,2455981,16,16,,,,,,,,,,,,,,,,,,,30,6,6,247,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,WASP-47,331.2041667,-12.0188889,11.9,,,,,200,0.18,1.084,1.15,G9V,,5400,,
WASP-47 d,0.027,0.011,0.012,0.32,0.012,0.012,9.03079,0.00017,0.00017,0.087568,0.0004,0.0004,,,,89.47,0.18,0.18,,2015,8/12/2015,,,,,,,,,,2457006.369,0.00052,0.00052,,,,,,,0.152,0.051,0.051,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit; TTV,TTV,Primary Transit,,,WASP-47,331.2041667,-12.0188889,11.9,,,,,200,0.18,1.084,1.15,G9V,,5400,,
WASP-47 e,0.028,0.028,0,0.1621,0.0058,0.0058,0.789593,1.20E-05,1.20E-05,0.01725,7.00E-05,7.00E-05,,,,86.66,0.87,0.87,,2015,9/29/2015,,,,,,,,,,2457011.349,0.00031,0.00031,,,,,,,0.188,0.049,0.049,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit; TTV,TTV,Primary Transit,,,WASP-47,331.2041667,-12.0188889,11.9,,,,,200,0.18,1.084,1.15,G9V,,5400,,
WASP-48 b,0.98,0.09,0.09,1.67,0.08,0.08,2.143634,3.00E-06,3.00E-06,0.03444,0.00043,0.00043,0,,,80.09,0.55,0.55,,2011,8/16/2014,,,,,,,,,,2455364.55,0.00027,0.00027,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-48,291.1625,55.4730556,11.06,,,,,,-0.12,1.19,1.75,,,5990,,
WASP-49 b,0.378,0.027,0.027,1.115,0.047,0.047,2.7817387,5.60E-06,5.60E-06,0.0378,0.027,0.027,,,,84.89,0.19,0.19,,2011,5/15/2012,,,,,,,,,,2455580.594,0.00029,0.00029,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-49,91.08942501,-16.96529448,,,,,,,,,,,,,,
WASP-5 b,1.637,0.082,0.082,1.171,0.057,0.057,1.6284246,1.30E-06,1.30E-06,0.02729,0.00056,0.00056,0,,,85.8,1.1,1.1,9.20E-05,2007,8/5/2013,,,,,,,,,,2454375.625,0.00024,0.00024,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-5,359.35,-41.2772222,12.26,,,,,297,0.09,1,1.084,G5,3,5700,,
WASP-50 b,1.437,0.068,0.068,1.138,0.026,0.026,1.9550959,5.10E-06,5.10E-06,0.02913,0.00064,0.00064,0.009,0.006,0.006,84.74,0.24,0.24,0.000128,2011,12/5/2012,44,80,80,,,,,,,2455561.549,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-50,43.6875,-10.8980556,11.6,,,,,230,-0.12,0.861,0.855,G9,8.1,5400,,
WASP-52 b,0.46,0.02,0.02,1.27,0.03,0.03,1.7497798,1.20E-06,1.20E-06,0.0272,0.0003,0.0003,0,,,85.35,0.2,0.2,,2011,11/7/2012,,,,,,,,,,2455793.681,9.00E-05,9.00E-05,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-52,348.4958,8.7614,12,,,,,140,0.03,0.87,0.79,K2V,0.4,5000,,
WASP-54 b,0.6,,,1.4,,,3.7,,,,,,,,,,,,,2011,10/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-54,0,0,,,,,,,,,,,,,,
WASP-55 b,0.57,0.04,0.04,1.3,0.03,0.05,4.465633,4.00E-06,4.00E-06,0.0533,0.0007,0.0007,0,0,0.2,89.2,0.6,0.6,,2011,8/17/2015,,,,,,,,,,2455737.94,0.0003,0.0003,,,,,,,0.15,0.12,0.12,,,,,7.1,7.1,1290,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-55,203.7583333,-17.5036111,11.8,,,,,330,-0.2,1.013,1.011,G1,3,5900,,
WASP-56 b,0.6,,,1.2,,,4.6,,,,,,,,,,,,,2011,10/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-56,183.366275,23.05563889,,,,,,,,,,,,,,
WASP-57 b,0.8,,,1.1,,,2.8,,,,,,,,,,,,,2011,10/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-57,223.8200833,-2.057650007,,,,,,,,,,G6,,,,
WASP-58 b,0.89,0.07,0.07,1.37,0.2,0.2,5.01718,1.10E-05,1.10E-05,0.0561,0.002,0.002,0,,,87.4,1.5,1.5,,2011,11/7/2012,,,,,,,,,,2455183.934,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-58,274.7,45.1719,11.66,,,,,300,-0.45,0.94,1.17,G2V,3.2,5800,,
WASP-59 b,0.7,,,0.9,,,7.9,,,,,,,,,,,,,2011,9/13/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-59,349.625,24.8892,13,,,,,125,-0.15,0.719,0.613,K5V,0.5,4650,,
WASP-6 b,0.503,0.038,0.019,1.224,0.052,0.051,3.361006,3.50E-06,3.50E-06,0.0421,0.0013,0.0013,0.054,0.015,0.015,88.47,0.47,0.47,0.000137,2008,5/23/2014,1.7,0.22,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-6,348.1583333,-22.6738889,12.4,,,,,307,-0.2,0.888,0.87,G8,11,5450,,
WASP-60 b,0.5,,,0.9,,,4.3,,,,,,,,,,,,,2011,9/13/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-60,356.6667,31.1558,12.18,,,,,400,-0.04,1.078,1.14,G1V,3.6,5900,,
WASP-61 b,2.06,0.17,0.17,1.24,0.03,0.03,3.8559,3.00E-06,3.00E-06,0.0514,0.0009,0.0009,0,,,89.35,0.66,0.66,0.000107,2011,4/24/2012,,,,,,,,,,2455859.528,0.0023,0.0023,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-61,75.3,-26.0541667,12.5,,,,,480,-0.1,1.22,1.36,F7,,6250,,
WASP-62 b,0.57,0.04,0.04,1.39,0.06,0.06,4.411953,3.00E-06,3.00E-06,0.0567,0.0007,0.0007,0,,,88.3,0.6,0.6,0.000354,2011,4/24/2012,,,,,,,,,,2455855.392,0.00027,0.00027,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-62,87.1416667,-63.9883333,10.3,,,,,160,0.04,1.25,1.28,F7,,6230,,
WASP-63 b,0.38,0.03,0.03,1.43,0.06,0.06,4.37809,6.00E-06,6.00E-06,0.0574,0.0007,0.0007,0,,,87.8,1.3,1.3,0.001739,2011,3/22/2013,,,,,,,,,,2455921.653,0.0005,0.0005,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-63,94.3375,-38.3233333,11.2,,,,,330,0.08,1.32,1.88,G8,,5550,,
WASP-64 b,1.2,,,0.7,,,1.6,,,,,,,,,,,,,2011,9/13/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-64,101.1150417,-32.8584028,,,,,,,,,,,,,,
WASP-65 b,1.55,0.16,0.16,1.112,0.059,0.059,2.3114243,1.50E-06,1.50E-06,0.0334,0.0017,0.0016,,,,88.8,0.7,0.8,,2011,7/25/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-65,133.325,8.523,11.9,,,,,310,-0.07,0.93,,G6,,5600,,
WASP-66 b,2.32,0.13,0.13,1.39,0.09,0.09,4.086052,7.00E-06,7.00E-06,0.0546,0.0009,0.0009,0,,,85.9,0.9,0.9,0.000144,2011,4/24/2012,,,,,,,,,,2455929,0.00035,0.00035,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-66,158.225,-34.9897222,11.6,,,,,380,-0.31,1.3,1.75,F4,,6600,,
WASP-67 b,0.42,0.04,0.04,1.4,0.2,0.2,4.61442,1.00E-05,1.00E-05,0.0517,0.0008,0.0008,0,,,85.8,0.4,0.4,0.00023,2011,4/24/2012,,,,,,,,,,2455824.374,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-67,295.7458333,-19.9494444,12.5,,,,,225,-0.07,0.87,0.87,kov,,5200,,
WASP-68 b,0.95,0.03,0.03,1.24,0.06,0.1,5.084298,1.50E-05,1.50E-05,0.06206,0.0004,0.00045,0,,,88.1,1.3,1.3,,2011,5/26/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-68,305.0957633,-19.31469252,,,,,,,,,,G2,,,,
WASP-69 b,0.26,0.017,0.017,1.057,0.047,0.047,3.8681382,1.70E-06,1.70E-06,0.04525,0.00053,0.00053,0,,,86.71,0.2,0.2,,2011,10/16/2014,,,,,,,,,,2455748.833,0.00018,0.00018,,,,,,,0.686,0.686,0.686,,,,,,,963,,,,,,,Announced on a professional conference,Primary Transit,Radial Velocity,Primary Transit,,,WASP-69,315.025,-5.094444455,9.87,,,,,50,0.144,0.826,0.813,K5,2,4715,,
WASP-7 b,0.96,0.13,0.13,1.33,0.093,0.093,4.9546416,3.50E-06,3.50E-06,0.0617,0.0011,0.0011,0,,,87.03,0.93,0.93,0.000441,2008,9/20/2012,,,,,,,,,,2455446.635,3.00E-05,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-7,311.0416667,-39.2252778,9.51,,,,,140,0,1.276,1.432,F5V,2.4,6400,,
WASP-70A b,0.59,0.022,0.022,1.164,0.073,0.102,3.7130203,4.70E-06,4.70E-06,0.04853,0.00062,0.00062,0,,,87.12,1.24,0.65,,2011,10/16/2014,,,,,,,,,,2455736.503,0.00027,0.00027,,,,,,,0.431,,,,,,,,,1387,,,,,,,Announced on a professional conference,Primary Transit,Radial Velocity,Primary Transit,,,WASP-70A,315.475,-13.43333336,10.79,,,,,245,-0.006,1.106,1.215,G4,9.5,5763,,
WASP-71 b,2.258,0.072,0.072,1.5,0.11,0.11,2.9036747,6.80E-06,6.80E-06,0.04631,0.0006,0.0006,0,,,84.2,1.8,1.8,,2012,11/14/2012,,,,,,,,,,2455738.85,0.0007,0.0007,,,,,,,,,,,,,,,,,,,,,,3.36,Published in a refereed paper,Primary Transit,,,,,WASP-71,29.2625,0.7589,,,,,,200,0.15,1.572,2.32,F8,,6050,,
WASP-72 b,1.461,0.056,0.059,1.27,0.2,0.2,2.2167421,8.10E-06,8.10E-06,0.03708,0.0005,0.0005,,,,,,,,2013,5/22/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-72,41.0417,-30.16920556,9.6,,,,,,-0.06,1.386,1.98,F7,,6250,,
WASP-73 b,1.88,0.06,0.07,1.16,0.08,0.12,4.08722,0.00022,0.00022,0.05512,0.00053,0.0006,0,,,87.4,2.4,1.8,,2013,5/28/2014,,,,,,,,,,2456130.746,0.013,0.021,,,,,,,,,,,,,,,,1790,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-73,319.95,-57.8511111,10.5,,,,9,,0.14,1.34,2.07,F9,,6030,,
WASP-74 b,0.95,0.06,0.06,1.56,0.06,0.06,2.13775,1.00E-06,1.00E-06,0.037,0.001,0.001,0,,,79.81,0.24,0.24,,2014,4/6/2015,,,,,,,,,,2456506.892,0.0002,0.0002,,,,,,,0.86,0.006,0.006,,,,114.1,1.4,1.4,1910,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-74,304.5416667,-1.075833342,9.7,,,,,120,0.39,1.48,1.64,F9,2,5970,,
WASP-75 b,1.07,0.05,0.05,1.27,0.048,0.048,2.484193,3.00E-06,3.00E-06,0.0375,0.0008,0.0007,0,,,82,0.2,0.3,,2013,6/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-75,342.3875,-10.6755,11.45,,,,,260,0.07,1.14,,F9,,6100,,
WASP-76 b,0.92,0.03,0.03,1.83,0.06,0.06,1.809886,1.00E-06,1.00E-06,0.033,0.0005,0.0005,0,,,88,1.6,1.6,,2013,10/22/2013,,,,,,,,,,2456107.855,0.00034,0.00034,,,,,,,,,,,,,,,,2190,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-76,26.6333,2.7006,9.5,,,,,120,0.23,1.46,1.73,F7,,6250,,
WASP-77A b,1.76,0.06,0.06,1.21,0.02,0.02,1.3600309,2.00E-06,2.00E-06,0.024,0.00036,0.00036,,,,89.4,0.7,0.4,,2012,5/28/2014,,,,,,,,,,2455870.45,0.00014,0.00014,,,,,,,,,,,,,,,,,,,,,,3.441,Submitted to a professional journal,Primary Transit,,,,,WASP-77A,37.1542,-7.0606,11.29,,,,,,0,1.002,0.955,G8V,1,5500,,
WASP-78 b,1.16,0.1,0.1,1.75,0.04,0.04,2.17517656,4.80E-06,4.80E-06,0.0415,0.0006,0.0006,0,,,89,0.7,0.7,7.50E-05,2012,6/7/2012,,,,,,,,,,2455882.359,0.00058,0.00058,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-78,63.7583333,-22.1163889,12,,,,,550,-0.35,2.02,2.31,F8,,6100,,
WASP-79 b,0.9,0.09,0.09,1.7,0.11,0.11,3.6623817,5.10E-06,5.10E-06,0.0539,0.0009,0.0009,0,,,85.4,0.6,0.6,0.000151,2012,3/5/2014,,,,,,,,,,2455545.235,0.00125,0.00125,,,,254,19,13,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-79,66.3708333,-30.6005556,10.1,,,,,240,0.03,1.56,1.64,F3,,6600,,
WASP-8 b,2.244,0.093,0.079,1.038,0.047,0.007,8.158715,1.50E-05,1.50E-05,0.0801,0.0016,0.0016,0.31,0.0024,0.0024,88.55,0.17,0.17,0.000921,2008,8/16/2014,274.27,0.18,0.18,,,,,,,2454679.334,0.00043,0.00043,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-8,359.9,-35.0313889,9.9,,,,,87,0.17,1.033,0.953,G6,4,5600,,
WASP-80 b,0.554,0.039,0.03,0.952,0.027,0.026,3.0678504,2.70E-06,2.30E-06,0.0346,0.0011,0.0008,0.07,0.07,0,89.92,0.12,0.07,,2013,5/28/2014,,,,,,,,,,2456125.418,6.70E-05,5.20E-05,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-80,303.1667,-2.1456,11.881,10.279,9.218,8.513,8.351,60,-0.14,0.58,0.63,K7V,,4145,,
WASP-82 b,1.24,0.04,0.04,1.67,0.05,0.07,2.705782,3.00E-06,3.00E-06,0.0447,0.0007,0.0007,0,,,87.9,1.9,1.4,,2013,5/28/2014,,,,,,,,,,2456157.99,0.0005,0.0005,,,,,,,,,,,,,,,,2190,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-82,72.6625,1.8939,10.1,,,,,200,0.12,1.63,2.18,F5,,6500,,
WASP-83 b,0.3,0.03,0.03,1.04,0.05,0.08,4.071252,1.50E-05,1.50E-05,0.059,0.001,0.001,0,,,88.9,0.7,0.7,,2014,7/27/2015,,,,,,,,,,2455928.885,0.0004,0.0004,,,,,,,0.23,0.15,0.15,,,,32.9,3,3,1120,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-83,190.1541667,-19.28416667,12.9,,,,,300,0.29,1.11,1.05,G8,5,5480,,
WASP-84 b,0.694,0.028,0.028,0.942,0.022,0.022,8.5234865,7.00E-06,7.00E-06,0.0771,0.0012,0.0012,0,,,88.368,0.05,0.05,,2013,2/16/2015,,,,,,,,,,2456286.106,9.00E-05,9.00E-05,,,,359.7,1.7,1.7,0.632,,,,,,,,,797,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-84,131.1083,1.8433,,,,,,120,0,0.842,0.748,K0,1,5314,,
WASP-85 b,1.265,0.065,0.065,1.24,0.03,0.03,2.6556777,4.40E-07,4.40E-07,0.039,0.001,0.001,,,,89.69,0.03,0.11,,2014,8/31/2015,,,,,,,,,,2456847.473,1.40E-05,1.40E-05,,,,,,,0.047,0.018,0.005,,,,,,,1452,,,,,,,Submitted to a professional journal,Primary Transit,Radial Velocity,Primary Transit,,,WASP-85,175.9083333,6.563611133,11.2,,,,,,,1.09,0.935,G8,,6112,,
WASP-87A b,2.18,0.15,0.15,1.385,0.06,0.06,1.682795,1.90E-06,1.90E-06,0.02946,0.00075,0.00075,0,,,81.07,0.63,0.63,,2014,10/29/2014,,,,,,,,,,2456361.84,0.00021,0.00021,,,,,,,0.604,,,,,,325,14,14,2322,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-87A,185.325,-52.84083336,10.7,,,,,240,-0.41,1.204,1.627,F5,3.8,6450,,
WASP-88 b,0.56,0.08,0.08,1.7,0.07,0.13,4.954,1.90E-05,1.90E-05,0.06431,0.00062,0.00065,0,,,88,1.5,1.4,,2013,5/26/2014,,,,,,,,,,2456474.731,0.00089,0.00089,,,,,,,,,,,,,,,,1775,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-88,309.5125,-47.53805554,10.4,,,,,,-0.008,1.45,2.08,F6,,6431,,
WASP-89 b,5.9,0.4,0.4,1.04,0.04,0.04,3.3564227,2.50E-06,2.50E-06,0.0427,0.0012,0.0012,0.193,0.009,0.009,89.4,0.5,0.5,,2014,4/6/2015,28,4,4,,,,,,,2456207.021,0.00012,0.00012,,,,,,,0.1,0.08,0.08,,,,848,13,13,1120,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-89,313.9,-18.97111113,13.1,,,,,,0.15,0.92,0.88,K3,1.3,4955,,
WASP-90 b,0.63,0.07,0.07,1.63,0.09,0.09,3.916243,3.00E-06,3.00E-06,0.0562,0.0012,0.0012,0,0,0.5,82.1,0.04,0.04,,2013,5/21/2014,,,,,,,,,,2456235.564,0.0005,0.0005,,,,,,,,,,,,,,,,1840,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-90,315.5333,7.0567,11.7,,,,,340,0.11,1.55,1.98,F6,,6430,,
WASP-94 A b,0.452,0.032,0.035,1.72,0.05,0.06,3.9501907,3.00E-06,4.40E-06,0.055,0.001,0.001,0,0,0.13,88.7,0.7,0.7,,2014,10/19/2015,,,,,,,2456416.401,0.00026,0.00026,,,,,,,151,23,16,,,,,,,45.4,2.7,2.7,1604,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-94 A,313.7830833,-34.13552778,10.1,,,,,,0.26,1.29,1.36,F8,,6170,,
WASP-94 B b,0.618,0.029,0.028,,,,2.00839,0.00024,0.00024,0.0335,0.0005,0.0006,,,,,,,,2014,10/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,86,2.7,2.7,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,WASP-94 B,313.7881667,-34.13552778,10.5,,,,,,0.23,1.24,1.35,F9,,6040,,
WASP-95 b,1.13,0.04,0.1,1.21,0.06,0.06,2.184673,1.40E-06,1.40E-06,0.03416,0.00083,0.00083,0,,,88.4,2.1,1.2,,2013,5/28/2014,,,,,,,,,,2456338.459,0.00024,0.00024,,,,,,,,,,,,,,,,1570,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-95,337.4583,-48.0031,10.1,,,,,,0.14,1.11,1.13,G2,2.4,5630,,
WASP-96 b,0.48,0.03,0.03,1.2,0.06,0.06,3.4252602,2.70E-06,2.70E-06,0.0453,0.0013,0.0013,0,,,85.6,0.2,0.2,,2013,10/22/2013,,,,,,,,,,2456258.062,0.0002,0.0002,,,,,,,,,,,,,,,,1285,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-96,1.0458,-47.3606,12.2,,,,,,0.14,1.06,1.05,G8,8,5540,,
WASP-97 b,1.32,0.05,0.05,1.13,0.06,0.06,2.07276,1.00E-06,1.00E-06,0.03303,0.00056,0.00056,0,,,88,1,1.3,,2013,5/28/2014,,,,,,,,,,2456438.187,0.00018,0.00018,,,,,,,,,,,,,,,,1555,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-97,24.6042,-55.7719,10.6,,,,,,0.23,1.12,1.06,G5,11.9,5640,,
WASP-98 b,0.83,0.07,0.07,1.1,0.04,0.04,2.96264,1.30E-06,1.30E-06,0.036,0.001,0.001,0,,,86.3,0.1,0.1,,2013,10/22/2013,,,,,,,,,,2456333.391,0.0001,0.0001,,,,,,,,,,,,,,,,1180,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-98,58.425,-34.3283,13,,,,,,-0.6,0.69,0.7,G7,3,5525,,
WASP-99 b,2.78,0.13,0.13,1.1,0.05,0.08,5.75251,4.00E-05,4.00E-05,0.0717,0.0016,0.0016,0,,,88.8,1.1,1.1,,2013,5/21/2014,,,,,,,,,,2456224.982,0.0014,0.0014,,,,,,,,,,,,,,,,1480,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-99,39.8958,-50.0081,9.5,,,,,,0.21,1.48,1.76,F8,1.4,6180,,
WD 0806-661B b,8,2,2,,,,,,,2500,,,,,,,,,130.208333,2011,4/22/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,WD 0806-661B,121.725,-66.3047222,,,,,,19.2,,0.62,,DQ D,1.5,,,
WD 1145+017 b,2.10E-06,2.10E-06,0,,,,0.1875,0.04,0.04,,,,,,,,,,,2015,10/26/2015,,,,,,,,,,2457151.776,0.00018,0.00018,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,,,,WD 1145+017,177.1375,1.483055578,17,,,,,174,,,,WD,,15900,,
WISE 0458+6434 b,13,7,3,1.009,0.035,0.011,25800,,,5,0.4,0.4,,,,,,,,2011,10/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,4.5,Published in a refereed paper,Imaging,,,WISE J0458+6434B; WISEP J045853.90+643451.9B ,CH4; H2O,WISE 0458+6434 A,74.72500002,64.58138891,,,17.5,17.77,,10.5,,0.019,0.098,T 8.5,1,730,,
WISE 1217+16A b,22,2,2,0.96,0.03,0.03,47400,11000,80000,7.6,,,,,,,,,,2012,3/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,4.8,Published in a refereed paper,Imaging,,,WISE J1217+1626B; WISEPC J121756.91+162640.2B,CH4; H2O; H2,WISE 1217+16A,184.4875,16.44444446,19,,18,,,10,,0.03,0.091,T8.5,6,575,,
WISE 1711+3500 b,18,7,7,,,,125000,29000,29000,15,2,2,,,,,,,,2012,3/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,4.56,Published in a refereed paper,Imaging,,,WISE J1511+3500B,,WISE 1711+3500,257.7708333,35.01027779,18,,,,,19,,0.034,,T8,3,770,,
WTS-1 b,4.01,0.35,0.35,1.49,0.18,0.16,3.352059,1.40E-05,1.40E-05,0.047,0.001,0.001,0.1,0.1,0,85.5,0.7,1,,2012,5/28/2014,,,,,,,,,,2454318.747,0.0043,0.0036,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WTS-1,293.9917,36.2903,16.3,,,,,3200,-0.25,1.2,1.15,,2.5,6250,,
WTS-2 b,1.12,0.13,0.13,1.3,0.058,0.058,1.0187074,7.00E-06,7.00E-06,0.01855,0.00062,0.00062,0,,,83.43,0.53,0.53,,2013,2/28/2014,,,,,,,,,,2454317.813,0.0007,0.0007,,,,,,,,,,,,,,,,2000,,,,,,,Announced on a professional conference,Primary Transit,,,,,WTS-2,293.7333334,36.81555558,,,,,,1000,0.2,0.82,0.761,K3V,0.6,5000,,
XO-1 b,0.9,0.07,0.07,1.184,0.04,0.04,3.9415128,2.80E-06,2.80E-06,0.0488,0.0005,0.0005,0,,,89.31,0.5,0.5,0.000244,2006,4/30/2015,,,,,,,,,,2453808.917,0.00013,0.00013,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,O I; C,XO-1,240.55,28.1697222,11.3,,,,,200,,1,0.928,G1V,4.5,,,
XO-2N b,0.62,0.02,0.02,0.973,0.03,0.03,2.615838,8.00E-06,8.00E-06,0.0369,0.002,0.002,0.045,0.024,0.024,88.7,1.3,1.3,0.000248,2007,2/13/2015,,,,,,,,,,2454147.749,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,K; Na,XO-2N,117.0291667,50.2258333,11.18,,,,,149,0.45,0.98,0.964,K0V,2,5340,,
XO-2S b,0.259,0.014,0.014,,,,18.157,0.034,0.034,0.1344,0.0025,0.0025,0.18,0.035,0.035,,,,,2014,8/26/2014,311.9,9.5,9.5,2456413.11,0.86,0.82,2456419.3,0.53,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,XO-2S,117.4041667,50.21750001,11.2,,,,,149,0.39,0.982,1.02,G9V,7.1,5399,,
